order_id,product_id,category,supplier,customer_location,marketing_channel,order_date,return_status,price,quantity,delivery_time
O10312,P735,Clothing,Supplier A,Delhi,Website Banner,2025-06-20,1,1972.0,1,5
O10313,P932,Electronics,Supplier C,Chennai,Social Media,2025-06-23,0,735.96,2,4
O10314,P561,Clothing,Supplier A,Chennai,TV,2025-05-15,0,1279.47,4,8
O10315,P487,Clothing,Supplier A,Chennai,Social Media,2025-06-15,0,1597.68,4,2
O10316,P202,Home,Supplier C,Delhi,Website Banner,2025-06-18,0,1548.48,2,8
O10317,P465,Clothing,Supplier A,Mumbai,Email,2025-05-12,0,791.79,1,1
O10318,P442,Clothing,Supplier A,Hyderabad,TV,2025-05-14,0,1299.55,2,1
O10319,P275,Home,Supplier A,Chennai,Social Media,2025-06-21,0,1768.28,1,3
O10320,P907,Clothing,Supplier C,Mumbai,Social Media,2025-06-27,0,227.81,2,5
O10321,P451,Clothing,Supplier C,Bangalore,Social Media,2025-06-18,0,984.32,1,6
O10322,P981,Clothing,Supplier A,Chennai,Email,2025-04-17,0,603.69,3,4
O10323,P316,Electronics,Supplier A,Hyderabad,TV,2025-04-05,0,899.54,4,7
O10324,P777,Electronics,Supplier C,Bangalore,Email,2025-06-02,0,948.78,3,7
O10325,P554,Electronics,Supplier C,Bangalore,Email,2025-04-04,0,1544.01,4,2
O10326,P627,Home,Supplier A,Hyderabad,Email,2025-04-27,1,368.88,1,2
O10327,P928,Books,Supplier A,Chennai,Website Banner,2025-05-24,0,1122.65,3,2
O10328,P381,Clothing,Supplier A,Delhi,Website Banner,2025-06-14,0,1215.55,4,2
O10329,P680,Clothing,Supplier B,Hyderabad,Website Banner,2025-05-16,0,1089.48,2,9
O10330,P626,Home,Supplier C,Hyderabad,TV,2025-04-22,0,1517.37,1,5
O10331,P817,Clothing,Supplier B,Hyderabad,Email,2025-04-04,0,890.82,1,8
O10332,P590,Electronics,Supplier C,Bangalore,Email,2025-05-30,1,1900.94,2,5
O10333,P943,Books,Supplier C,Mumbai,Website Banner,2025-04-15,1,1067.25,2,5
O10334,P486,Toys,Supplier C,Delhi,Email,2025-06-04,0,1228.19,4,1
O10335,P472,Clothing,Supplier C,Chennai,Email,2025-04-09,0,1685.96,1,6
O10336,P709,Electronics,Supplier C,Chennai,Social Media,2025-06-20,0,695.42,4,4
O10337,P636,Toys,Supplier C,Mumbai,Email,2025-06-08,0,335.36,2,3
O10338,P581,Books,Supplier C,Hyderabad,Social Media,2025-04-03,0,1474.01,1,6
O10339,P724,Toys,Supplier B,Delhi,Email,2025-06-14,0,1069.42,2,2
O10340,P370,Electronics,Supplier A,Chennai,TV,2025-06-18,0,1813.71,4,8
O10341,P642,Toys,Supplier A,Chennai,Website Banner,2025-04-07,1,1968.82,4,1
O10342,P526,Home,Supplier B,Hyderabad,Social Media,2025-06-14,0,918.4,4,9
O10343,P305,Toys,Supplier B,Mumbai,Website Banner,2025-06-02,0,947.79,1,8
O10344,P211,Clothing,Supplier B,Delhi,Social Media,2025-06-15,1,934.33,2,1
O10345,P752,Clothing,Supplier B,Mumbai,Social Media,2025-04-20,0,784.2,2,9
O10346,P805,Home,Supplier C,Mumbai,Social Media,2025-05-07,1,1607.04,4,2
O10347,P387,Electronics,Supplier A,Delhi,TV,2025-04-08,0,1566.19,4,3
O10348,P965,Clothing,Supplier C,Delhi,Email,2025-06-24,0,1061.56,4,2
O10349,P106,Books,Supplier A,Chennai,Social Media,2025-04-05,1,280.39,4,8
O10350,P428,Clothing,Supplier A,Chennai,TV,2025-04-29,0,757.21,3,2
O10351,P295,Clothing,Supplier B,Delhi,Social Media,2025-05-09,0,726.15,3,2
O10352,P741,Electronics,Supplier C,Bangalore,Email,2025-06-08,0,1659.96,3,1
O10353,P568,Toys,Supplier B,Chennai,Social Media,2025-05-12,0,357.64,4,7
O10354,P919,Clothing,Supplier C,Bangalore,TV,2025-04-16,0,1650.22,4,2
O10355,P450,Home,Supplier A,Delhi,Email,2025-06-09,1,1404.53,2,5
O10356,P836,Toys,Supplier B,Chennai,TV,2025-04-26,1,1518.39,1,5
O10357,P742,Books,Supplier B,Mumbai,Email,2025-05-28,1,977.98,2,3
O10358,P642,Electronics,Supplier A,Delhi,Email,2025-06-04,0,1423.51,3,3
O10359,P221,Books,Supplier A,Hyderabad,Website Banner,2025-06-23,0,1296.25,2,3
O10360,P290,Toys,Supplier A,Bangalore,Website Banner,2025-04-26,0,1584.16,4,6
O10361,P202,Toys,Supplier B,Delhi,Website Banner,2025-04-07,1,1004.19,3,4
O10362,P321,Toys,Supplier C,Delhi,Email,2025-06-25,0,1051.09,3,3
O10363,P650,Books,Supplier B,Chennai,Social Media,2025-05-29,0,1358.44,1,2
O10364,P716,Toys,Supplier C,Chennai,TV,2025-06-19,0,394.54,1,3
O10365,P620,Books,Supplier B,Chennai,TV,2025-05-25,0,985.24,3,4
O10366,P991,Toys,Supplier B,Hyderabad,TV,2025-04-17,0,1949.51,3,6
O10367,P819,Home,Supplier A,Chennai,Website Banner,2025-05-13,1,267.59,2,4
O10368,P429,Toys,Supplier C,Delhi,Email,2025-05-26,1,768.81,3,8
O10369,P944,Books,Supplier B,Chennai,Website Banner,2025-06-17,0,765.4,4,3
O10370,P509,Clothing,Supplier B,Mumbai,Social Media,2025-05-07,0,1340.24,2,3
O10371,P962,Toys,Supplier A,Chennai,Email,2025-06-01,1,390.44,4,3
O10372,P642,Clothing,Supplier A,Hyderabad,TV,2025-05-20,0,1331.38,4,8
O10373,P679,Home,Supplier C,Mumbai,Website Banner,2025-05-11,0,371.07,4,4
O10374,P271,Electronics,Supplier B,Delhi,Website Banner,2025-05-10,0,370.92,3,1
O10375,P814,Home,Supplier C,Delhi,Social Media,2025-05-08,0,1510.73,1,2
O10376,P368,Toys,Supplier B,Bangalore,Social Media,2025-05-11,0,783.44,1,2
O10377,P366,Clothing,Supplier C,Mumbai,Website Banner,2025-05-21,0,1959.36,4,3
O10378,P419,Clothing,Supplier A,Bangalore,Social Media,2025-06-11,0,267.24,3,6
O10379,P972,Books,Supplier B,Mumbai,TV,2025-05-21,0,1001.19,2,8
O10380,P944,Clothing,Supplier C,Mumbai,Social Media,2025-06-25,1,403.64,4,1
O10381,P630,Books,Supplier A,Hyderabad,Social Media,2025-04-08,1,832.48,2,9
O10382,P151,Electronics,Supplier A,Bangalore,Website Banner,2025-06-23,1,1996.8,2,1
O10383,P556,Toys,Supplier C,Hyderabad,Website Banner,2025-05-22,0,1799.92,3,2
O10384,P100,Books,Supplier B,Mumbai,Email,2025-06-01,0,286.98,3,3
O10385,P819,Electronics,Supplier B,Delhi,Email,2025-04-27,0,1213.86,1,7
O10386,P840,Clothing,Supplier A,Mumbai,Website Banner,2025-05-21,1,1366.08,1,9
O10387,P170,Clothing,Supplier B,Hyderabad,Social Media,2025-06-26,0,577.16,3,3
O10388,P603,Electronics,Supplier B,Bangalore,Social Media,2025-04-29,0,461.19,4,8
O10389,P742,Clothing,Supplier B,Bangalore,Email,2025-04-07,0,1827.89,1,9
O10390,P835,Electronics,Supplier A,Hyderabad,Email,2025-06-18,0,1943.87,2,7
O10391,P531,Books,Supplier C,Bangalore,Email,2025-05-14,0,1985.41,4,4
O10392,P327,Books,Supplier B,Chennai,TV,2025-04-03,1,1621.57,2,4
O10393,P319,Electronics,Supplier A,Delhi,TV,2025-06-14,1,1394.3,3,4
O10394,P949,Books,Supplier A,Delhi,Email,2025-05-12,0,822.31,2,6
O10395,P580,Books,Supplier C,Delhi,Social Media,2025-06-15,1,508.52,4,4
O10396,P400,Books,Supplier B,Bangalore,Email,2025-05-27,0,342.17,3,5
O10397,P224,Home,Supplier B,Bangalore,TV,2025-05-19,0,1447.94,4,9
O10398,P485,Toys,Supplier C,Mumbai,Social Media,2025-06-07,0,1612.5,2,7
O10399,P386,Clothing,Supplier C,Mumbai,TV,2025-05-05,0,1687.62,4,8
O10400,P309,Home,Supplier A,Delhi,Social Media,2025-06-01,0,1844.78,3,5
O10401,P989,Books,Supplier A,Chennai,TV,2025-04-03,1,1783.87,2,5
O10402,P397,Electronics,Supplier C,Mumbai,Social Media,2025-06-12,0,1999.53,2,7
O10403,P214,Books,Supplier B,Mumbai,Social Media,2025-05-10,0,639.32,1,8
O10404,P790,Toys,Supplier A,Bangalore,Social Media,2025-06-29,0,1573.95,1,9
O10405,P611,Books,Supplier A,Chennai,Social Media,2025-04-22,1,1255.63,4,2
O10406,P248,Electronics,Supplier B,Delhi,Website Banner,2025-06-22,0,670.24,1,3
O10407,P722,Toys,Supplier A,Mumbai,TV,2025-05-30,0,1967.43,1,2
O10408,P116,Books,Supplier B,Chennai,TV,2025-05-01,0,1816.22,1,7
O10409,P290,Toys,Supplier B,Chennai,Website Banner,2025-06-13,0,431.33,1,2
O10410,P813,Clothing,Supplier B,Delhi,Social Media,2025-06-12,0,247.09,3,2
O10411,P485,Clothing,Supplier C,Chennai,Social Media,2025-05-19,0,1439.0,3,2
O10412,P563,Books,Supplier C,Chennai,TV,2025-06-17,0,1287.44,1,4
O10413,P470,Toys,Supplier C,Chennai,Website Banner,2025-05-23,0,1884.47,4,1
O10414,P778,Electronics,Supplier B,Mumbai,Social Media,2025-06-12,1,621.21,3,2
O10415,P432,Books,Supplier B,Delhi,Social Media,2025-06-28,0,351.9,1,3
O10416,P284,Clothing,Supplier C,Chennai,Social Media,2025-05-15,0,666.59,3,7
O10417,P692,Clothing,Supplier A,Chennai,Email,2025-05-03,1,234.07,2,1
O10418,P208,Books,Supplier B,Mumbai,Website Banner,2025-05-14,0,264.61,3,6
O10419,P406,Toys,Supplier A,Delhi,Social Media,2025-06-18,1,1846.74,3,3
O10420,P613,Clothing,Supplier A,Bangalore,Email,2025-04-09,0,833.63,4,3
O10421,P106,Toys,Supplier B,Mumbai,Website Banner,2025-06-04,0,939.46,3,4
O10422,P603,Clothing,Supplier B,Delhi,Social Media,2025-04-12,0,233.07,4,4
O10423,P468,Clothing,Supplier A,Chennai,TV,2025-06-02,1,686.94,2,7
O10424,P982,Home,Supplier A,Delhi,Email,2025-04-16,0,1648.51,1,3
O10425,P150,Clothing,Supplier C,Delhi,Email,2025-04-24,0,1307.88,4,8
O10426,P720,Electronics,Supplier C,Delhi,Social Media,2025-06-04,1,1556.81,3,8
O10427,P864,Books,Supplier B,Bangalore,Social Media,2025-06-16,0,1004.98,3,7
O10428,P868,Books,Supplier C,Delhi,Email,2025-06-26,0,757.51,4,2
O10429,P935,Toys,Supplier C,Bangalore,TV,2025-04-20,0,1069.06,2,5
O10430,P924,Clothing,Supplier C,Chennai,TV,2025-05-21,0,781.53,1,6
O10431,P471,Electronics,Supplier C,Bangalore,Website Banner,2025-05-26,0,1710.15,3,4
O10432,P963,Toys,Supplier A,Chennai,Social Media,2025-05-30,0,735.81,2,5
O10433,P398,Home,Supplier B,Chennai,TV,2025-05-24,0,1387.57,1,9
O10434,P414,Toys,Supplier C,Bangalore,Website Banner,2025-04-11,0,446.57,1,7
O10435,P835,Toys,Supplier A,Mumbai,TV,2025-05-25,1,1436.36,3,2
O10436,P867,Clothing,Supplier A,Hyderabad,Social Media,2025-06-19,1,1843.94,4,1
O10437,P465,Home,Supplier A,Delhi,Website Banner,2025-06-25,0,1295.45,3,2
O10438,P168,Toys,Supplier C,Hyderabad,Website Banner,2025-06-28,1,1207.74,3,3
O10439,P170,Electronics,Supplier C,Delhi,Website Banner,2025-05-26,0,1930.01,3,2
O10440,P739,Electronics,Supplier B,Delhi,TV,2025-04-09,0,1329.31,2,3
O10441,P276,Books,Supplier C,Chennai,Social Media,2025-06-29,0,667.19,4,9
O10442,P295,Home,Supplier C,Delhi,Website Banner,2025-06-16,0,726.3,2,4
O10443,P501,Home,Supplier A,Delhi,Email,2025-06-11,0,1469.55,3,9
O10444,P743,Books,Supplier B,Bangalore,Social Media,2025-06-20,1,1523.79,4,3
O10445,P537,Toys,Supplier C,Hyderabad,Email,2025-06-04,0,746.29,1,1
O10446,P208,Home,Supplier C,Bangalore,Email,2025-05-24,1,821.62,4,5
O10447,P985,Electronics,Supplier A,Delhi,Website Banner,2025-05-31,0,1983.9,3,2
O10448,P282,Electronics,Supplier A,Chennai,Website Banner,2025-04-23,0,383.51,4,4
O10449,P921,Clothing,Supplier C,Bangalore,TV,2025-05-19,0,928.36,1,2
O10450,P808,Home,Supplier B,Bangalore,TV,2025-06-27,0,312.41,1,2
O10451,P575,Toys,Supplier B,Mumbai,TV,2025-05-25,0,1677.94,4,3
O10452,P493,Books,Supplier A,Delhi,Social Media,2025-06-03,0,366.22,1,5
O10453,P283,Books,Supplier A,Chennai,TV,2025-06-01,0,1413.21,2,4
O10454,P596,Toys,Supplier C,Bangalore,Email,2025-04-13,0,301.67,4,2
O10455,P931,Clothing,Supplier A,Bangalore,TV,2025-04-18,0,1411.14,1,2
O10456,P621,Books,Supplier C,Chennai,Website Banner,2025-06-11,0,1717.47,1,6
O10457,P769,Home,Supplier B,Delhi,TV,2025-06-28,1,917.88,4,7
O10458,P324,Clothing,Supplier B,Mumbai,Social Media,2025-04-24,0,1139.83,2,6
O10459,P441,Home,Supplier C,Bangalore,Social Media,2025-06-08,0,922.78,4,7
O10460,P853,Electronics,Supplier A,Mumbai,Email,2025-06-05,1,740.88,1,1
O10461,P532,Clothing,Supplier B,Hyderabad,Social Media,2025-05-20,0,1645.87,4,6
O10462,P695,Books,Supplier A,Delhi,TV,2025-04-01,0,689.6,1,3
O10463,P427,Clothing,Supplier B,Hyderabad,Website Banner,2025-06-26,1,1501.3,3,1
O10464,P143,Clothing,Supplier C,Hyderabad,Social Media,2025-05-02,0,571.15,4,8
O10465,P110,Clothing,Supplier C,Hyderabad,Email,2025-05-21,0,649.74,4,4
O10466,P662,Clothing,Supplier C,Delhi,TV,2025-05-27,0,805.63,1,8
O10467,P815,Home,Supplier B,Delhi,Email,2025-05-08,1,1260.48,1,4
O10468,P606,Electronics,Supplier A,Chennai,Social Media,2025-05-17,1,1017.96,1,4
O10469,P593,Toys,Supplier A,Mumbai,Social Media,2025-04-29,0,1541.26,1,4
O10470,P967,Clothing,Supplier A,Mumbai,Email,2025-05-30,0,584.42,4,6
O10471,P223,Books,Supplier B,Chennai,TV,2025-06-27,0,219.21,1,9
O10472,P535,Clothing,Supplier B,Chennai,Social Media,2025-05-17,0,1597.8,4,5
O10473,P746,Books,Supplier B,Hyderabad,Website Banner,2025-05-14,0,1678.97,2,8
O10474,P801,Home,Supplier B,Chennai,Social Media,2025-06-13,0,307.06,4,8
O10475,P646,Books,Supplier B,Bangalore,TV,2025-05-30,1,1299.63,1,4
O10476,P678,Toys,Supplier A,Mumbai,Social Media,2025-04-27,1,880.77,1,9
O10477,P446,Electronics,Supplier B,Chennai,Email,2025-06-03,0,1629.01,2,9
O10478,P191,Books,Supplier B,Bangalore,Social Media,2025-05-28,0,1773.95,4,5
O10479,P327,Books,Supplier A,Bangalore,Social Media,2025-06-20,0,1731.81,2,6
O10480,P881,Electronics,Supplier B,Bangalore,TV,2025-05-29,0,1598.97,4,5
O10481,P817,Toys,Supplier A,Bangalore,Email,2025-06-07,0,684.29,1,3
O10482,P391,Clothing,Supplier A,Hyderabad,TV,2025-06-19,1,1661.4,4,8
O10483,P624,Books,Supplier C,Bangalore,Social Media,2025-04-25,0,1160.26,1,9
O10484,P650,Electronics,Supplier C,Hyderabad,Website Banner,2025-05-10,0,294.96,1,4
O10485,P984,Home,Supplier C,Hyderabad,Social Media,2025-05-14,0,1022.49,3,9
O10486,P600,Electronics,Supplier C,Bangalore,TV,2025-05-25,0,1895.88,3,9
O10487,P116,Home,Supplier B,Mumbai,Website Banner,2025-05-24,0,1798.15,4,7
O10488,P212,Toys,Supplier C,Bangalore,TV,2025-04-16,0,384.08,1,8
O10489,P171,Clothing,Supplier A,Bangalore,TV,2025-05-25,0,1539.43,2,3
O10490,P472,Electronics,Supplier B,Bangalore,Email,2025-05-23,1,1650.43,1,5
O10491,P864,Books,Supplier C,Mumbai,Website Banner,2025-05-14,0,688.5,2,3
O10492,P132,Toys,Supplier A,Delhi,Social Media,2025-05-05,0,1048.9,4,7
O10493,P709,Electronics,Supplier B,Delhi,TV,2025-04-04,0,1479.78,4,6
O10494,P638,Books,Supplier B,Hyderabad,Social Media,2025-05-03,0,990.27,2,3
O10495,P138,Electronics,Supplier C,Hyderabad,Email,2025-05-24,0,403.03,2,9
O10496,P419,Home,Supplier B,Mumbai,Email,2025-04-30,0,1470.59,1,1
O10497,P346,Electronics,Supplier A,Chennai,Website Banner,2025-05-31,0,1840.95,4,3
O10498,P233,Electronics,Supplier B,Delhi,Email,2025-05-27,0,1374.47,1,7
O10499,P722,Electronics,Supplier A,Hyderabad,Email,2025-06-19,0,1592.84,2,3
O10500,P370,Toys,Supplier B,Delhi,Social Media,2025-04-26,0,845.05,3,3
O10501,P636,Electronics,Supplier C,Mumbai,Email,2025-05-22,1,529.76,3,2
O10502,P360,Books,Supplier A,Mumbai,Email,2025-05-15,0,1356.99,3,9
O10503,P553,Home,Supplier B,Chennai,TV,2025-06-21,0,789.99,2,4
O10504,P893,Home,Supplier B,Chennai,Email,2025-04-15,0,1748.13,1,6
O10505,P597,Electronics,Supplier B,Mumbai,TV,2025-06-14,0,420.73,4,2
O10506,P945,Toys,Supplier A,Hyderabad,Email,2025-04-30,1,980.23,2,9
O10507,P558,Toys,Supplier A,Delhi,Email,2025-04-16,0,914.11,3,7
O10508,P507,Books,Supplier A,Bangalore,Website Banner,2025-05-11,1,1888.5,1,5
O10509,P836,Electronics,Supplier C,Chennai,Website Banner,2025-04-06,1,475.64,4,7
O10510,P649,Home,Supplier C,Bangalore,TV,2025-06-23,0,217.72,4,4
O10511,P584,Toys,Supplier A,Hyderabad,Email,2025-05-28,0,628.55,2,7
O10512,P377,Electronics,Supplier B,Chennai,Social Media,2025-06-17,0,1676.5,2,2
O10513,P477,Toys,Supplier C,Bangalore,Website Banner,2025-06-22,1,576.78,4,7
O10514,P102,Toys,Supplier A,Hyderabad,Social Media,2025-05-03,0,633.58,4,4
O10515,P729,Home,Supplier B,Delhi,Website Banner,2025-05-04,0,433.82,3,4
O10516,P787,Clothing,Supplier C,Hyderabad,Website Banner,2025-04-13,0,1487.79,4,1
O10517,P789,Books,Supplier B,Chennai,Email,2025-04-07,0,324.51,2,3
O10518,P610,Books,Supplier B,Mumbai,Website Banner,2025-04-22,0,796.17,1,5
O10519,P740,Home,Supplier B,Delhi,Social Media,2025-06-09,0,708.5,3,5
O10520,P632,Toys,Supplier B,Bangalore,Website Banner,2025-06-21,0,1199.29,3,2
O10521,P224,Electronics,Supplier C,Chennai,TV,2025-04-13,1,1514.75,4,4
O10522,P977,Toys,Supplier C,Mumbai,Email,2025-05-15,0,1159.18,1,1
O10523,P419,Home,Supplier C,Hyderabad,Email,2025-05-28,0,1875.85,3,9
O10524,P663,Books,Supplier A,Mumbai,TV,2025-05-21,0,1912.6,2,1
O10525,P755,Toys,Supplier C,Chennai,TV,2025-04-07,0,850.64,4,6
O10526,P677,Books,Supplier B,Chennai,TV,2025-04-29,0,1599.82,2,7
O10527,P312,Electronics,Supplier C,Mumbai,Website Banner,2025-06-24,0,1529.84,4,3
O10528,P381,Books,Supplier B,Hyderabad,Email,2025-06-28,0,1807.34,3,1
O10529,P819,Books,Supplier A,Mumbai,TV,2025-05-29,0,1006.3,4,7
O10530,P383,Clothing,Supplier B,Chennai,Website Banner,2025-04-28,0,1154.85,1,3
O10531,P554,Clothing,Supplier B,Chennai,TV,2025-06-26,0,948.39,2,6
O10532,P576,Clothing,Supplier B,Bangalore,Social Media,2025-06-16,0,1730.68,1,6
O10533,P885,Books,Supplier A,Bangalore,Social Media,2025-06-05,0,613.46,2,4
O10534,P500,Home,Supplier C,Delhi,Email,2025-06-20,0,631.48,2,6
O10535,P620,Books,Supplier C,Chennai,Website Banner,2025-04-30,0,870.69,4,4
O10536,P477,Home,Supplier A,Bangalore,Social Media,2025-06-15,0,614.62,3,8
O10537,P205,Home,Supplier B,Mumbai,Social Media,2025-06-08,0,1209.81,3,9
O10538,P317,Clothing,Supplier C,Hyderabad,Website Banner,2025-06-25,1,442.08,1,2
O10539,P372,Toys,Supplier A,Mumbai,TV,2025-05-20,1,776.34,4,7
O10540,P127,Electronics,Supplier C,Hyderabad,Website Banner,2025-06-18,0,1844.2,3,9
O10541,P952,Clothing,Supplier A,Bangalore,TV,2025-06-01,0,936.61,2,9
O10542,P871,Clothing,Supplier B,Delhi,Social Media,2025-05-16,1,1546.82,2,5
O10543,P279,Toys,Supplier C,Mumbai,Social Media,2025-05-09,0,404.23,4,1
O10544,P968,Electronics,Supplier A,Mumbai,Social Media,2025-06-11,0,645.62,1,6
O10545,P985,Books,Supplier C,Mumbai,Email,2025-05-17,1,1653.22,4,8
O10546,P188,Books,Supplier C,Hyderabad,Email,2025-05-07,0,1573.39,1,1
O10547,P835,Clothing,Supplier C,Bangalore,Email,2025-04-25,0,895.08,4,2
O10548,P181,Electronics,Supplier C,Mumbai,Website Banner,2025-06-26,0,1917.91,2,1
O10549,P614,Clothing,Supplier A,Mumbai,Social Media,2025-04-09,0,1839.16,4,5
O10550,P801,Home,Supplier B,Delhi,Social Media,2025-05-09,0,1932.14,3,2
O10551,P107,Clothing,Supplier A,Delhi,Website Banner,2025-05-27,0,970.25,3,4
O10552,P741,Clothing,Supplier A,Bangalore,Email,2025-06-19,0,555.45,4,1
O10553,P970,Books,Supplier A,Bangalore,Website Banner,2025-06-27,0,1327.99,1,7
O10554,P174,Books,Supplier B,Chennai,Email,2025-04-29,0,1432.59,1,8
O10555,P426,Books,Supplier C,Delhi,Social Media,2025-04-01,0,425.8,2,5
O10556,P210,Home,Supplier C,Chennai,TV,2025-06-26,0,1615.67,2,2
O10557,P201,Books,Supplier C,Hyderabad,Email,2025-04-05,0,232.51,1,8
O10558,P601,Electronics,Supplier B,Chennai,Social Media,2025-04-30,0,1068.91,4,1
O10559,P240,Toys,Supplier C,Mumbai,Social Media,2025-04-21,1,795.83,2,7
O10560,P541,Electronics,Supplier B,Chennai,TV,2025-06-25,0,1532.55,1,1
O10561,P613,Electronics,Supplier C,Bangalore,Social Media,2025-05-15,0,762.97,1,6
O10562,P656,Books,Supplier C,Hyderabad,Social Media,2025-06-15,0,1688.25,4,6
O10563,P278,Toys,Supplier A,Mumbai,Email,2025-04-28,0,1270.92,3,5
O10564,P338,Toys,Supplier B,Chennai,Email,2025-06-14,0,1629.01,1,2
O10565,P887,Toys,Supplier A,Hyderabad,TV,2025-05-18,0,1980.81,2,2
O10566,P610,Home,Supplier A,Hyderabad,TV,2025-05-01,0,1422.49,4,9
O10567,P164,Books,Supplier A,Mumbai,Social Media,2025-05-25,0,1972.91,4,5
O10568,P734,Toys,Supplier B,Chennai,Email,2025-04-01,1,251.91,4,5
O10569,P845,Home,Supplier B,Hyderabad,TV,2025-06-24,1,808.65,3,7
O10570,P188,Clothing,Supplier C,Hyderabad,TV,2025-04-28,0,394.14,3,6
O10571,P964,Clothing,Supplier A,Delhi,Website Banner,2025-06-11,0,672.15,2,2
O10572,P581,Home,Supplier C,Hyderabad,TV,2025-06-15,0,1710.0,2,1
O10573,P539,Home,Supplier A,Delhi,Social Media,2025-05-28,0,258.18,4,5
O10574,P904,Books,Supplier B,Chennai,Email,2025-05-23,0,1136.33,2,4
O10575,P595,Books,Supplier B,Chennai,TV,2025-06-19,0,1220.83,1,3
O10576,P627,Clothing,Supplier B,Chennai,Website Banner,2025-04-21,1,1210.07,3,2
O10577,P658,Toys,Supplier A,Bangalore,Email,2025-06-16,0,1055.53,4,2
O10578,P955,Clothing,Supplier B,Chennai,TV,2025-06-07,0,1623.09,4,4
O10579,P418,Toys,Supplier A,Hyderabad,Website Banner,2025-04-03,0,440.38,1,2
O10580,P235,Toys,Supplier C,Mumbai,TV,2025-05-26,0,759.04,1,4
O10581,P496,Books,Supplier A,Delhi,Email,2025-06-10,0,1308.31,1,3
O10582,P538,Electronics,Supplier C,Bangalore,Email,2025-04-14,0,1443.71,1,9
O10583,P287,Electronics,Supplier A,Chennai,Email,2025-05-12,1,927.47,4,7
O10584,P200,Home,Supplier C,Chennai,Social Media,2025-06-17,0,1775.67,3,3
O10585,P644,Books,Supplier B,Mumbai,TV,2025-05-28,0,947.89,3,8
O10586,P652,Toys,Supplier C,Mumbai,Social Media,2025-04-14,1,925.0,1,9
O10587,P366,Electronics,Supplier B,Bangalore,Email,2025-04-06,0,265.17,2,7
O10588,P946,Toys,Supplier B,Delhi,Website Banner,2025-06-22,0,1192.05,4,6
O10589,P180,Electronics,Supplier C,Chennai,TV,2025-04-21,0,1475.63,3,4
O10590,P510,Electronics,Supplier A,Bangalore,Social Media,2025-04-16,0,405.99,1,5
O10591,P906,Electronics,Supplier A,Hyderabad,TV,2025-05-28,0,749.78,2,8
O10592,P646,Books,Supplier A,Hyderabad,Website Banner,2025-04-28,0,1606.26,2,3
O10593,P491,Clothing,Supplier A,Bangalore,Social Media,2025-06-20,1,858.65,1,2
O10594,P327,Toys,Supplier A,Chennai,Email,2025-06-23,0,634.88,4,3
O10595,P767,Books,Supplier B,Bangalore,Social Media,2025-06-27,0,1409.96,3,7
O10596,P764,Books,Supplier A,Chennai,TV,2025-06-04,0,554.17,2,8
O10597,P687,Books,Supplier B,Mumbai,TV,2025-05-02,0,1812.18,3,1
O10598,P750,Books,Supplier B,Bangalore,TV,2025-06-25,0,390.08,3,7
O10599,P701,Books,Supplier B,Chennai,TV,2025-04-14,0,1471.79,2,9
O10600,P307,Home,Supplier C,Bangalore,Email,2025-05-18,0,1099.19,1,3
O10601,P738,Toys,Supplier C,Bangalore,Social Media,2025-04-05,0,1765.87,2,3
O10602,P338,Books,Supplier B,Chennai,Email,2025-04-14,1,427.15,2,8
O10603,P637,Toys,Supplier C,Chennai,Email,2025-04-21,0,1420.21,4,4
O10604,P630,Home,Supplier A,Delhi,Email,2025-04-06,0,1229.7,3,8
O10605,P566,Home,Supplier A,Bangalore,TV,2025-06-10,1,1064.16,1,5
O10606,P523,Toys,Supplier B,Hyderabad,TV,2025-04-23,0,1084.53,3,3
O10607,P801,Electronics,Supplier A,Bangalore,TV,2025-06-18,0,1499.56,2,4
O10608,P903,Clothing,Supplier B,Bangalore,Social Media,2025-06-11,1,1887.93,1,4
O10609,P958,Electronics,Supplier B,Chennai,Website Banner,2025-06-05,0,364.25,1,8
O10610,P948,Electronics,Supplier A,Bangalore,TV,2025-06-09,0,235.1,1,6
O10611,P287,Electronics,Supplier C,Bangalore,Social Media,2025-05-24,0,1650.27,1,7
O10612,P183,Books,Supplier A,Hyderabad,TV,2025-06-08,0,394.7,4,9
O10613,P722,Home,Supplier A,Chennai,TV,2025-05-08,0,1976.05,1,6
O10614,P705,Electronics,Supplier B,Bangalore,Email,2025-06-22,0,1314.83,2,3
O10615,P861,Home,Supplier B,Mumbai,Email,2025-05-21,0,1371.56,4,3
O10616,P116,Toys,Supplier B,Delhi,Email,2025-05-18,0,558.01,2,3
O10617,P447,Clothing,Supplier B,Hyderabad,Social Media,2025-04-05,0,632.56,2,2
O10618,P702,Toys,Supplier C,Bangalore,Website Banner,2025-05-08,0,1386.83,3,1
O10619,P566,Toys,Supplier C,Mumbai,Website Banner,2025-04-05,1,1837.51,1,1
O10620,P331,Books,Supplier C,Bangalore,Social Media,2025-06-22,0,1968.3,1,4
O10621,P426,Clothing,Supplier B,Bangalore,TV,2025-04-27,1,556.46,2,3
O10622,P670,Toys,Supplier B,Chennai,Social Media,2025-06-29,0,441.42,1,5
O10623,P448,Toys,Supplier B,Chennai,TV,2025-05-04,0,301.52,4,9
O10624,P953,Clothing,Supplier C,Chennai,Social Media,2025-05-21,0,1762.93,3,8
